[2025-10-20 03:29:05] [javac-extractor-27808] Starting extraction for:
                                              sun.java.command=com.semmle.extractor.java.JavaExtractor --jdk-version 17 --javac-args @@@C:\Sidd all in one\Unsafe\Lab6\CodeQL-Databases\log4j-codeql-db\log\ext\javac-2.args
                                              user.dir=C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2
[2025-10-20 03:29:05] [javac-extractor-27808] Compilation name C:/Sidd all in one/Unsafe/Lab6/CodeQL-Databases/log4j-codeql-db/trap/java/diagnostics/diagnostic-2.trap.gz
[2025-10-20 03:29:16] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\BasicThreadInformation.java
[2025-10-20 03:29:16] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ThreadInformation.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\Clearable.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\DefaultFlowMessageFactory.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\FormattedMessage.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\FormattedMessageFactory.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\LocalizedMessage.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\LoggerNameAwareMessage.java
[2025-10-20 03:29:17] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\status\StatusLogger.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\AbstractLogger.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\LocationAwareLogger.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\status\StatusConsoleListener.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\status\StatusListener.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\status\StatusData.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\LocalizedMessageFactory.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\MapMessageJsonFormatter.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\MessageCollectionMessage.java
[2025-10-20 03:29:18] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\MessageFormatMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\MessageFormatMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ObjectArrayMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ObjectMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterConsumer.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterFormatter.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterVisitable.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterizedMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterizedMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ParameterizedNoReferenceMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableParameterizedMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableSimpleMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ReusableObjectMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\SimpleMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\SimpleMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\StringFormattedMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\StringFormatterMessageFactory.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\StringMapMessage.java
[2025-10-20 03:29:19] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\StructuredDataCollectionMessage.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\ThreadDumpMessage.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Lazy.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\message\TimestampMessage.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\simple\SimpleLogger.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\PropertiesUtil.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\PropertySource.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\simple\SimpleLoggerContext.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\simple\SimpleLoggerContextFactory.java
[2025-10-20 03:29:20] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\simple\internal\SimpleProvider.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\Provider.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\AbstractLoggerAdapter.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\LoggerAdapter.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\LoggerContextShutdownAware.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\CleanableThreadContextMap.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\ThreadContextMap2.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\CopyOnWrite.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\DefaultThreadContextMap.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\DefaultThreadContextStack.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\MutableThreadContextStack.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\ExtendedLoggerWrapper.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\LoggerContextKey.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\LoggerContextShutdownEnabled.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\MessageFactory2Adapter.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\NoOpThreadContextMap.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\ObjectThreadContextMap.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\Terminable.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\spi\ThreadContextMapFactory.java
[2025-10-20 03:29:21] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Activator.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing JAR file: C:/Users/Siddhesh/.m2/repository/org/osgi/org.osgi.core/6.0.0/org.osgi.core-6.0.0.jar
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Base64Util.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Cast.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\Constants.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\EnglishEnums.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\EnvironmentPropertySource.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\internal\SerializationUtil.java
[2025-10-20 03:29:22] [javac-extractor-27808] Processing file C:\Sidd all in one\Unsafe\Lab6\Repos\logging-log4j2\log4j-api\src\main\java\org\apache\logging\log4j\util\FilteredObjectInputStream.java
